id,pubchemcid,name,created_at,updated_at,mesh,pubchemsid
5247,3446,Gabapentin,2021-05-06 05:10:02,2021-06-02 13:19:52,D000077206,376229695
5248,107895,gabazine,2021-05-06 05:10:03,2021-06-02 13:19:56,C049853,161004286
5249,6604561,Gabexate,2021-05-06 05:10:04,2021-06-02 13:19:59,D016670,53787271
5250,3448,gaboxadol,2021-05-06 05:10:04,2021-06-02 13:20:02,C015542,81065560
5251,76964236,gadodiamide,2021-05-06 05:10:04,2021-06-02 13:20:05,C064925,134223463
5252,23982,Gadolinium,2021-05-06 05:10:10,2021-06-02 13:20:08,D005682,53787038
5253,61486,gadolinium chloride,2021-05-06 05:10:12,2021-06-02 13:20:11,C038958,53789005
5254,6857474,Gadolinium DTPA,2021-05-06 05:10:14,2021-06-02 13:20:14,D019786,134224019
5255,,Galactolipids,2021-05-06 05:10:15,2021-06-02 13:20:16,D038983,123071426
5256,24154,Galactosamine,2021-05-06 05:10:15,2021-06-02 13:20:19,D005688,53787463
5257,6036,Galactose,2021-05-06 05:10:18,2021-06-02 13:20:22,D005690,53787231
5258,123912,galactose-1-phosphate,2021-05-06 05:10:26,2021-06-02 13:20:25,C029973,135653572
5259,5281616,galangin,2021-05-06 05:10:26,2021-06-02 13:20:29,C037032,53790873
5260,9651,Galantamine,2021-05-06 05:10:39,2021-06-02 13:20:32,D005702,53786839
5261,91497,galaxolide,2021-05-06 05:10:41,2021-06-02 13:20:35,C033119,135727763
5262,7082474,galbanic acid,2021-05-06 05:10:42,2021-06-02 13:20:38,C048972,404336819
5263,11310070,galiellalactone,2021-05-06 05:10:43,2021-06-02 13:20:41,C416043,202535655
5264,6172,Gallamine Triethiodide,2021-05-06 05:10:44,2021-06-02 13:20:44,D005703,53787629
5265,370,Gallic Acid,2021-05-06 05:10:46,2021-06-02 13:20:47,D005707,53787072
5266,5360835,Gallium,2021-05-06 05:11:15,2021-06-02 13:20:51,D005708,53787390
5267,61635,gallium nitrate,2021-05-06 05:11:16,2021-06-02 13:20:54,C027235,53787129
5268,72277,gallocatechol,2021-05-06 05:11:20,2021-06-02 13:20:57,C057580,53786824
5269,259803,gamabufotalin,2021-05-06 05:11:27,2021-06-02 13:21:00,C000612263,405021238
5270,6442244,gambierol,2021-05-06 05:11:32,2021-06-02 13:21:03,C435770,136368266
5271,9852185,gambogic acid,2021-05-06 05:11:34,2021-06-02 13:21:07,C052659,53787858
5272,,gamisopoonghwanghyul-tang,2021-05-06 05:11:40,2021-06-02 13:21:09,C500218,53789787
5273,119,gamma-Aminobutyric Acid,2021-05-06 05:11:41,2021-06-02 13:21:12,D005680,53787638
5274,725,gamma-butyrobetaine,2021-05-06 05:12:14,2021-06-02 13:21:15,C002889,144221102
5275,,(gamma-CyD)2 C60,2021-05-06 05:12:15,2021-06-02 13:21:17,C541824,137275699
5276,5310939,gamma-Glu-S-BzCys-PhGly diethyl ester,2021-05-06 05:12:15,2021-06-02 13:21:21,C096329,76715674
5277,5280933,gamma-Linolenic Acid,2021-05-06 05:12:15,2021-06-02 13:21:24,D017965,53787075
5278,5464078,gamma-mangostin,2021-05-06 05:12:21,2021-06-02 13:21:27,C102777,152186787
5279,9338,gamma-resorcylic acid,2021-05-06 05:12:23,2021-06-02 13:21:30,C412605,172819112
5280,,gamma-sitosterol,2021-05-06 05:12:23,2021-06-02 13:21:32,C025473,53788941
5281,7461,gamma-terpinene,2021-05-06 05:12:26,2021-06-02 13:21:35,C018669,251964019
5282,92729,gamma-Tocopherol,2021-05-06 05:12:27,2021-06-02 13:21:38,D024504,53790610
5283,7921,gamma-valerolactone,2021-05-06 05:12:30,2021-06-02 13:21:41,C037556,53790499
5284,135398740,Ganciclovir,2021-05-06 05:12:30,2021-06-02 13:21:45,D015774,92729715
5285,16130957,ganirelix,2021-05-06 05:12:30,2021-06-02 13:21:48,C061018,134221776
5286,471002,ganoderic acid,2021-05-06 05:12:31,2021-06-02 13:21:51,C556862,255511823
5287,471002,ganoderic acid A,2021-05-06 05:12:32,2021-06-02 13:21:54,C515005,376073376
5288,21637704,ganoderic acid T,2021-05-06 05:12:35,2021-06-02 13:21:57,C550530,255511861
5289,13934286,ganoderol B,2021-05-06 05:12:36,2021-06-02 13:22:00,C521787,53788456
5290,421610,GANT 61,2021-05-06 05:12:37,2021-06-02 13:22:04,C551027,144221101
5291,5490884,garcinol,2021-05-06 05:12:38,2021-06-02 13:22:07,C054597,53789679
5292,96539,gardenin B,2021-05-06 05:12:41,2021-06-02 13:22:10,C000591222,329585575
5293,44592366,gardiquimod,2021-05-06 05:12:42,2021-06-02 13:22:13,C546771,347912317
5294,,Gasoline,2021-05-06 05:13:15,2021-06-02 13:22:15,D005742,53787237
5295,16162108,gastrin 17,2021-05-06 05:16:35,2021-06-02 13:22:18,C013550,53790223
5296,115067,gastrodin,2021-05-06 05:16:37,2021-06-02 13:22:21,C045345,134222603
5297,5379,Gatifloxacin,2021-05-06 05:16:38,2021-06-02 13:22:24,D000077734,376229617
5298,,GCS-100,2021-05-06 05:16:39,2021-06-02 13:22:27,C505531,134223065
5299,6539985,GDP 366,2021-05-06 05:16:40,2021-06-02 13:22:30,C554753,404336832
5300,44516953,gedatolisib,2021-05-06 05:16:41,2021-06-02 13:22:33,C549060,377766196
5301,12004512,gedunin,2021-05-06 05:16:42,2021-06-02 13:22:36,C106014,53787259
5302,123631,Gefitinib,2021-05-06 05:16:53,2021-06-02 13:22:39,D000077156,376229605
5303,5288382,geldanamycin,2021-05-06 05:17:32,2021-06-02 13:22:42,C001277,53788973
5304,60750,gemcitabine,2021-05-06 05:18:25,2021-06-02 13:22:46,C056507,53787881
5305,3463,Gemfibrozil,2021-05-06 05:19:21,2021-06-02 13:22:49,D015248,53788298
5306,88127,gemfibrozil 1-O-acylglucuronide,2021-05-06 05:19:27,2021-06-02 13:22:52,C094370,136368233
5307,442424,genipin,2021-05-06 05:19:28,2021-06-02 13:22:55,C007834,134224141
5308,107848,geniposide,2021-05-06 05:19:30,2021-06-02 13:22:58,C007835,53789924
5309,5280961,Genistein,2021-05-06 05:19:31,2021-06-02 13:23:01,D019833,53789895
5310,5281377,genistin,2021-05-06 05:25:20,2021-06-02 13:23:04,C040641,53787838
5311,5281617,genkwanin,2021-05-06 05:25:29,2021-06-02 13:23:08,C014568,134223409
5312,3467,Gentamicins,2021-05-06 05:25:29,2021-06-02 13:23:11,D005839,53787495
5313,11057,Gentian Violet,2021-05-06 05:25:40,2021-06-02 13:23:14,D005840,172080075
5314,115063,Geraniin,2021-05-06 05:25:40,2021-06-02 13:23:17,C024603,76715715
5315,637566,geraniol,2021-05-06 05:25:41,2021-06-02 13:23:20,C007836,76715702
5316,1549026,geranyl acetate,2021-05-06 05:26:37,2021-06-02 13:23:23,C432872,164026938
5317,445995,geranyl diphosphate,2021-05-06 05:26:38,2021-06-02 13:23:27,C511282,96099808
5318,5275521,geranylgeranic acid,2021-05-06 05:26:38,2021-06-02 13:23:30,C040155,316619361
5319,5281365,geranylgeraniol,2021-05-06 05:26:39,2021-06-02 13:23:33,C017338,96099825
5320,447277,geranylgeranyl pyrophosphate,2021-05-06 05:26:43,2021-06-02 13:23:36,C002963,53789488
5321,5280528,geranyl pyrophosphate,2021-05-06 05:26:51,2021-06-02 13:23:39,C015234,96099877
5322,6436348,germacrone,2021-05-06 05:26:52,2021-06-02 13:23:42,C048393,172125913
5323,3033968,Gestodene,2021-05-06 05:26:53,2021-06-02 13:23:46,C033273,53788705
5324,27812,Gestrinone,2021-05-06 05:27:00,2021-06-02 13:23:49,D005867,346369522
5325,9846868,GGTI-2133,2021-05-06 05:27:00,2021-06-02 13:23:52,C547856,135653358
5326,9890888,GGTI 2147,2021-05-06 05:27:00,2021-06-02 13:23:55,C466792,96099866
5327,9811606,GGTI 298,2021-05-06 05:27:01,2021-06-02 13:23:58,C102521,134224398
5328,,"GH-RH(1-29), desaminotyrosyl(1)-ornithyl(12,21)-alpha-aminobutryic acid(15)-norleucyl(27)-aspartyl(28)-agmatine(29)-",2021-05-06 05:27:02,2021-06-02 13:24:00,C587256,188376274
5329,54679224,gimeracil,2021-05-06 05:27:03,2021-06-02 13:24:03,C104201,76715668
5330,442793,gingerol,2021-05-06 05:27:03,2021-06-02 13:24:06,C007845,53790007
5331,5271805,ginkgetin,2021-05-06 05:27:18,2021-06-02 13:24:10,C077458,336944053
5332,83818,Ginkgo biloba extract,2021-05-06 05:27:18,2021-06-02 13:24:13,C063170,53788124
5333,5281858,ginkgolic acid,2021-05-06 05:27:24,2021-06-02 13:24:16,C112485,312856298
5334,9909368,ginkgolide A,2021-05-06 05:27:26,2021-06-02 13:24:19,C477042,85756501
5335,6324617,ginkgolide B,2021-05-06 05:27:27,2021-06-02 13:24:22,C045856,53788044
5336,9867869,ginkgolide C,2021-05-06 05:27:33,2021-06-02 13:24:25,C058295,85756476
5337,11154476,ginkgolide J,2021-05-06 05:27:34,2021-06-02 13:24:28,C075228,144087443
5338,5318457,ginnalin A,2021-05-06 05:27:34,2021-06-02 13:24:32,C575803,385448884
5339,,ginsenoside 20S-protopanaxatriol,2021-05-06 05:27:35,2021-06-02 13:24:34,C507965,161004295
5340,9809542,ginsenoside F1,2021-05-06 05:27:35,2021-06-02 13:24:36,C055327,374885481
5341,9918692,ginsenoside F2,2021-05-06 05:27:35,2021-06-02 13:24:40,C407883,223733305
5342,9852086,ginsenoside M1,2021-05-06 05:27:36,2021-06-02 13:24:43,C112772,53788957
5343,9898279,ginsenoside Rb1,2021-05-06 05:27:38,2021-06-02 13:24:46,C442759,53787698
5344,12855889,ginsenoside Rc,2021-05-06 05:27:41,2021-06-02 13:24:49,C044462,53789932
5345,24721561,ginsenoside Rd,2021-05-06 05:27:41,2021-06-02 13:24:52,C049863,134224739
5346,441921,ginsenoside Re,2021-05-06 05:27:41,2021-06-02 13:24:56,C049864,53789984
5347,441922,ginsenoside Rf,2021-05-06 05:27:45,2021-06-02 13:24:59,C055328,53790417
5348,441923,ginsenoside Rg1,2021-05-06 05:27:45,2021-06-02 13:25:02,C035054,53786785
5349,12912318,ginsenoside Rg2,2021-05-06 05:27:50,2021-06-02 13:25:05,C026474,53789725
5350,9918693,ginsenoside Rg3,2021-05-06 05:27:52,2021-06-02 13:25:08,C097367,56459455
5351,12855920,ginsenoside Rh1,2021-05-06 05:28:01,2021-06-02 13:25:10,C425564,135653683
5352,119307,ginsenoside Rh2,2021-05-06 05:28:03,2021-06-02 13:25:13,C055305,310264820
5353,11499198,ginsenoside Rk1,2021-05-06 05:28:05,2021-06-02 13:25:16,C472077,134223636
5354,3086007,Ginsenosides,2021-05-06 05:28:07,2021-06-02 13:25:19,D036145,53790697
5355,124052,glabridin,2021-05-06 05:28:08,2021-06-02 13:25:23,C107601,134223722
5356,3474,Glafenine,2021-05-06 05:28:10,2021-06-02 13:25:26,D005897,134224119
5357,16754,glaucine,2021-05-06 05:28:10,2021-06-02 13:25:29,C005004,134222503
5358,98146112,glaucocalyxin A,2021-05-06 05:28:10,2021-06-02 13:25:32,C055124,144087387
5359,,Gliclazide,2021-05-06 05:28:14,2021-06-02 13:25:34,D005907,134223040
5360,3476,glimepiride,2021-05-06 05:28:15,2021-06-02 13:25:37,C057619,134222832
5361,6223,Gliotoxin,2021-05-06 05:28:17,2021-06-02 13:25:40,D005912,53787166
5362,3478,Glipizide,2021-05-06 05:28:18,2021-06-02 13:25:43,D005913,53787230
5363,91610,gliquidone,2021-05-06 05:28:19,2021-06-02 13:25:46,C010969,170467343
5364,66616222,globotriaosylceramide,2021-05-06 05:28:19,2021-06-02 13:25:50,C018549,85286059
5365,107526,Glucans,2021-05-06 05:28:20,2021-06-02 13:25:53,D005936,76715523
5366,656506,glucobrassicin,2021-05-06 05:28:20,2021-06-02 13:25:56,C048308,104231719
5367,,Glucocorticoids,2021-05-06 05:28:21,2021-06-02 13:25:58,D005938,53787563
5368,124375,glucogallin,2021-05-06 05:28:26,2021-06-02 13:26:01,C060474,172080089
5369,10690,gluconic acid,2021-05-06 05:28:26,2021-06-02 13:26:04,C030691,53790171
5370,76957235,glucoraphanin,2021-05-06 05:28:27,2021-06-02 13:26:07,C119494,104231778
5371,439213,Glucosamine,2021-05-06 05:28:28,2021-06-02 13:26:10,D005944,53786989
5372,131149,glucosamine 3-O-sulfate,2021-05-06 05:29:11,2021-06-02 13:26:13,C065632,135653435
5373,72361,glucosamine 6-O-sulfate,2021-05-06 05:29:12,2021-06-02 13:26:16,C046905,135653789
5374,,Glucose,2021-05-06 05:29:15,2021-06-02 13:26:18,D005947,53786806
5375,,Glucose-6-Phosphate,2021-05-06 05:32:39,2021-06-02 13:26:20,D019298,53789368
5376,64689,Glucosides,2021-05-06 05:32:39,2021-06-02 13:26:24,D005960,53787293
5377,10169092,Glucosylceramides,2021-05-06 05:32:41,2021-06-02 13:26:27,D005963,53787265
5378,65041,Glucuronic Acid,2021-05-06 05:32:41,2021-06-02 13:26:30,D020723,53789417
5379,5281877,Glucuronides,2021-05-06 05:32:42,2021-06-02 13:26:33,D020719,53788015
5380,92283,glucuronolactone,2021-05-06 05:32:42,2021-06-02 13:26:36,C004940,162064820
5381,,glucuronoxylomannan,2021-05-06 05:32:43,2021-06-02 13:26:38,C027478,53788027
5382,49970,Glu-P-2,2021-05-06 05:32:44,2021-06-02 13:26:41,C023847,104231658
5383,,Glupearl 19S,2021-05-06 05:32:45,2021-06-02 13:26:43,C000606994,440962789
5384,33032,Glutamic Acid,2021-05-06 05:32:56,2021-06-02 13:26:47,D018698,401963066
5385,3485,Glutaral,2021-05-06 05:32:56,2021-06-02 13:26:50,D005976,124768011
5386,4418048,Glutarates,2021-05-06 05:32:58,2021-06-02 13:26:53,D005977,53786988
5387,743,glutaric acid,2021-05-06 05:32:59,2021-06-02 13:26:56,C035736,135653551
5388,124886,Glutathione,2021-05-06 05:33:00,2021-06-02 13:27:00,D005978,53787229
5389,,glutathione-BPDE conjugate,2021-05-06 05:34:04,2021-06-02 13:27:02,C113118,163563916
5390,175702,glutathione diethyl ester,2021-05-06 05:34:05,2021-06-02 13:27:05,C083627,250230375
5391,65359,Glutathione Disulfide,2021-05-06 05:34:05,2021-06-02 13:27:08,D019803,53789868
5392,3036127,glutathione glycylethyl ester,2021-05-06 05:34:07,2021-06-02 13:27:11,C077304,137275726
5393,129320410,glutathione sulfinamide,2021-05-06 05:34:08,2021-06-02 13:27:14,C510946,135653682
5394,,glutathionyl 4-hydroxy-2-nonenal conjugate,2021-05-06 05:34:08,2021-06-02 13:27:16,C524061,136368243
5395,6450098,glutathionylcobalamin,2021-05-06 05:34:08,2021-06-02 13:27:19,C064617,315516745
5396,3488,Glyburide,2021-05-06 05:34:08,2021-06-02 13:27:23,D005905,53787105
5397,162807,glyceollin,2021-05-06 05:34:14,2021-06-02 13:27:26,C017343,112378968
5398,751,Glyceraldehyde,2021-05-06 05:34:15,2021-06-02 13:27:29,D005985,53786744
5399,729,Glyceraldehyde 3-Phosphate,2021-05-06 05:34:17,2021-06-02 13:27:32,D005986,92729642
5400,,Glycerides,2021-05-06 05:34:17,2021-06-02 13:27:34,D005989,252090117
5401,753,Glycerol,2021-05-06 05:34:17,2021-06-02 13:27:37,D005990,53787292
5402,5282280,glyceryl 2-arachidonate,2021-05-06 05:34:22,2021-06-02 13:27:40,C094503,53787325
5403,91550,glycidamide,2021-05-06 05:34:30,2021-06-02 13:27:44,C071834,53788952
5404,62642,glycidyl stearate,2021-05-06 05:34:47,2021-06-02 13:27:47,C013543,385448891
5405,750,Glycine,2021-05-06 05:34:47,2021-06-02 13:27:50,D005998,312525266
5406,,Glycine Agents,2021-05-06 05:34:48,2021-06-02 13:27:52,D018684,53790199
5407,,glycine-extended gastrin 17,2021-05-06 05:34:51,2021-06-02 13:27:54,C086854,134224414
5408,5317750,glycitein,2021-05-06 05:34:53,2021-06-02 13:27:57,C086566,53789695
5409,187808,glycitin,2021-05-06 05:35:07,2021-06-02 13:28:00,C433283,85756527
5410,12544,Glycochenodeoxycholic Acid,2021-05-06 05:35:14,2021-06-02 13:28:03,D005999,53787165
5411,10140,Glycocholic Acid,2021-05-06 05:35:42,2021-06-02 13:28:06,D006000,53790906
5412,3035026,Glycodeoxycholic Acid,2021-05-06 05:36:05,2021-06-02 13:28:09,D006002,57309861
5413,439177,Glycogen,2021-05-06 05:36:27,2021-06-02 13:28:12,D006003,104231679
5414,756,glycolaldehyde,2021-05-06 05:36:28,2021-06-02 13:28:15,C010972,53787788
5415,757,glycolic acid,2021-05-06 05:36:29,2021-06-02 13:28:18,C031149,376073410
5416,115245,glycolithocholic acid,2021-05-06 05:36:29,2021-06-02 13:28:21,C027746,312856288
5417,,Glycosaminoglycans,2021-05-06 05:36:29,2021-06-02 13:28:24,D006025,53790582
5418,,Glycosylphosphatidylinositols,2021-05-06 05:36:30,2021-06-02 13:28:26,D017261,53787329
5419,12310288,glycoursodeoxycholic acid,2021-05-06 05:36:31,2021-06-02 13:28:29,C024033,53790890
5420,5317756,glycycoumarin,2021-05-06 05:36:31,2021-06-02 13:28:32,C515155,163563886
5421,73587,glycyl-histidyl-lysine,2021-05-06 05:36:31,2021-06-02 13:28:35,C020905,137275627
5422,6453928,glycylproline 4-nitroanilide,2021-05-06 05:36:31,2021-06-02 13:28:38,C042892,144221049
5423,93131,glycylsarcosine,2021-05-06 05:36:32,2021-06-02 13:28:41,C004194,135653480
5424,480787,glycyrin,2021-05-06 05:36:33,2021-06-02 13:28:44,C000602096,405021225
5425,10114,Glycyrrhetinic Acid,2021-05-06 05:36:34,2021-06-02 13:28:47,D006034,53790198
5426,14982,Glycyrrhizic Acid,2021-05-06 05:36:35,2021-06-02 13:28:50,D019695,53789412
5427,7860,Glyoxal,2021-05-06 05:36:38,2021-06-02 13:28:53,D006037,53790876
5428,,glyoxalbis(N(4)-methylthiosemicarbazonato)copper(II),2021-05-06 05:36:40,2021-06-02 13:28:55,C545536,252819670
5429,3496,glyphosate,2021-05-06 05:36:40,2021-06-02 13:28:58,C010974,252166964
5430,21633857,gnetin C,2021-05-06 05:37:41,2021-06-02 13:29:02,C575740,223258908
5431,3501,Go 6976,2021-05-06 05:37:42,2021-06-02 13:29:05,C081021,53788690
5432,23985,Gold,2021-05-06 05:37:52,2021-06-02 13:29:08,D006046,53790162
5433,26030,gold chloride,2021-05-06 05:38:46,2021-06-02 13:29:11,C038016,134222049
5434,,Gold Compounds,2021-05-06 05:38:47,2021-06-02 13:29:13,D017612,53786777
5435,6365402,gold cyanide,2021-05-06 05:38:57,2021-06-02 13:29:16,C043041,53789334
5436,22318,Gold Sodium Thiomalate,2021-05-06 05:38:58,2021-06-02 13:29:20,D006052,53790424
5437,,Gold Sodium Thiosulfate,2021-05-06 05:39:09,2021-06-02 13:29:22,D012971,53789317
5438,,Gonadal Steroid Hormones,2021-05-06 05:39:10,2021-06-02 13:29:24,D012739,53790313
5439,,"Gonadotropins, Equine",2021-05-06 05:39:12,2021-06-02 13:29:26,D006064,53790161
5440,6440856,goniothalamin,2021-05-06 05:39:12,2021-06-02 13:29:29,C103280,135653719
5441,65938,goralatide,2021-05-06 05:39:19,2021-06-02 13:29:32,C058504,135653484
5442,5311128,Goserelin,2021-05-06 05:39:21,2021-06-02 13:29:36,D017273,53787041
5443,5280647,gossypetin,2021-05-06 05:39:24,2021-06-02 13:29:39,C059922,85756455
5444,3503,Gossypol,2021-05-06 05:39:26,2021-06-02 13:29:42,D006072,53790098
5445,227456,gossypol acetic acid,2021-05-06 05:39:29,2021-06-02 13:29:45,C028178,405021208
5446,,"gp120 protein, Human immunodeficiency virus 1",2021-05-06 05:39:41,2021-06-02 13:29:47,C514793,96099889
5447,4302960,GR 103691,2021-05-06 05:39:41,2021-06-02 13:29:50,C105771,346369499
5448,119376,GR 113808,2021-05-06 05:39:41,2021-06-02 13:29:53,C082871,53786782
5449,5312124,GR 218231,2021-05-06 05:39:42,2021-06-02 13:29:57,C408390,57309643
5450,5311136,GR 65630,2021-05-06 05:39:42,2021-06-02 13:30:00,C059068,125240957
5451,16130140,Gramicidin,2021-05-06 05:39:42,2021-06-02 13:30:03,D006096,57309852
5452,5284566,Granisetron,2021-05-06 05:39:43,2021-06-02 13:30:06,D017829,53787139
5453,11784975,granite,2021-05-06 05:39:43,2021-06-02 13:30:09,C007886,144221121
5454,78577443,Grape Seed Extract,2021-05-06 05:39:43,2021-06-02 13:30:12,D056604,92098502
5455,,Grape Seed Proanthocyanidins,2021-05-06 05:39:44,2021-06-02 13:30:14,C511402,53787714
5456,,graphene oxide,2021-05-06 05:41:46,2021-06-02 13:30:16,C000628730,377766203
5457,5462310,Graphite,2021-05-06 05:41:49,2021-06-02 13:30:19,D006108,134222280
5458,,green tea extract AR25,2021-05-06 05:41:55,2021-06-02 13:30:21,C465546,87225374
5459,72474,grepafloxacin,2021-05-06 05:41:56,2021-06-02 13:30:24,C075375,53788063
5460,6437622,grifolin,2021-05-06 05:41:56,2021-06-02 13:30:28,C058858,53787913
5461,441140,Griseofulvin,2021-05-06 05:41:57,2021-06-02 13:30:31,D006118,53790509
5462,46233311,GSK0660,2021-05-06 05:42:01,2021-06-02 13:30:34,C529769,92098465
5463,52912189,GSK1210151A,2021-05-06 05:42:02,2021-06-02 13:30:37,C568713,252819653
5464,42642645,GSK 1363089,2021-05-06 05:42:14,2021-06-02 13:30:40,C544831,137275745
5465,75218467,GSK2110183,2021-05-06 05:42:15,2021-06-02 13:30:43,C000595148,376229520
5466,51042438,GSK2141795,2021-05-06 05:42:16,2021-06-02 13:30:46,C000595149,376229545
5467,24771983,GSK 2324,2021-05-06 05:42:17,2021-06-02 13:30:49,C558292,144221094
5468,53469059,GSK2656157,2021-05-06 05:42:18,2021-06-02 13:30:53,C000597302,381190104
5469,68210102,GSK-2816126,2021-05-06 05:42:18,2021-06-02 13:30:56,C577920,255511824
5470,,GSK3235025,2021-05-06 05:42:23,2021-06-02 13:30:58,C000599896,441325611
5471,71268957,GSK343,2021-05-06 05:42:25,2021-06-02 13:31:01,C586265,202535703
5472,5288679,GSK 3987,2021-05-06 05:42:25,2021-06-02 13:31:04,C504517,56459350
5473,15983966,GSK 461364,2021-05-06 05:42:26,2021-06-02 13:31:07,C561573,434254315
5474,15983966,GSK 461364A,2021-05-06 05:42:26,2021-06-02 13:31:10,C544835,440745138
5475,5331325,GSK 4716,2021-05-06 05:42:27,2021-06-02 13:31:13,C545235,135727671
5476,6852176,GSK5182,2021-05-06 05:42:27,2021-06-02 13:31:16,C583041,376073382
5477,16725726,GSK690693,2021-05-06 05:42:28,2021-06-02 13:31:19,C528328,160657210
5478,10883540,GSK 8470,2021-05-06 05:42:30,2021-06-02 13:31:22,C516216,56459362
5479,71729975,GSK-J4,2021-05-06 05:42:31,2021-06-02 13:31:26,C000593030,312525296
5480,460,Guaiacol,2021-05-06 05:47:42,2021-06-02 13:31:29,D006139,53790626
5481,3515,guaiazulene,2021-05-06 05:47:42,2021-06-02 13:31:33,C004451,144087421
5482,5702063,Guanabenz,2021-05-06 05:47:43,2021-06-02 13:31:36,D006143,92098556
5483,3518,Guanethidine,2021-05-06 05:47:43,2021-06-02 13:31:39,D006145,92098555
5484,3519,Guanfacine,2021-05-06 05:47:43,2021-06-02 13:31:42,D016316,53787878
5485,3520,Guanidine,2021-05-06 05:47:44,2021-06-02 13:31:46,D019791,56365859
5486,,Guanidines,2021-05-06 05:47:45,2021-06-02 13:31:48,D006146,131269068
5487,135398634,Guanine,2021-05-06 05:47:46,2021-06-02 13:31:51,D006147,124767977
5488,,Guanine Nucleotides,2021-05-06 05:47:47,2021-06-02 13:31:53,D006150,135727613
5489,135398635,Guanosine,2021-05-06 05:47:48,2021-06-02 13:31:56,D006151,76715720
5490,135410865,guanosine 5'-O-(2-thiodiphosphate),2021-05-06 05:47:49,2021-06-02 13:32:00,C023427,57309574
5491,135398675,Guanosine 5'-O-(3-Thiotriphosphate),2021-05-06 05:47:49,2021-06-02 13:32:03,D016244,57309629
5492,135398619,Guanosine Diphosphate,2021-05-06 05:47:54,2021-06-02 13:32:06,D006153,124360361
5493,135398631,Guanosine Monophosphate,2021-05-06 05:47:56,2021-06-02 13:32:09,D006157,124360321
5494,135398633,Guanosine Triphosphate,2021-05-06 05:47:56,2021-06-02 13:32:12,D006160,53790767
5495,5489468,guanylin,2021-05-06 05:48:01,2021-06-02 13:32:15,C072685,53789824
5496,135403657,Guanylyl Imidodiphosphate,2021-05-06 05:48:01,2021-06-02 13:32:18,D006165,144087497
5497,,guggulu extract,2021-05-06 05:48:02,2021-06-02 13:32:20,C018562,53786753
5498,,guizhi-fuling,2021-05-06 05:48:02,2021-06-02 13:32:23,C525079,440063002
5499,3132840,GUM1 compound,2021-05-06 05:48:02,2021-06-02 13:32:26,C000611307,318495255
5500,55362,gusperimus,2021-05-06 05:48:03,2021-06-02 13:32:29,C037258,53789108
5501,449532,GW0072,2021-05-06 05:48:03,2021-06-02 13:32:32,C119543,56459363
5502,9934458,GW0742,2021-05-06 05:48:04,2021-06-02 13:32:35,C479979,53787952
5503,6518171,GW 1929,2021-05-06 05:48:09,2021-06-02 13:32:38,C120099,92098558
5504,657048,GW 2331,2021-05-06 05:48:13,2021-06-02 13:32:42,C105715,318495274
5505,1517,GW 2433,2021-05-06 05:48:13,2021-06-02 13:32:45,C110636,318495256
5506,91885425,GW280264X,2021-05-06 05:48:14,2021-06-02 13:32:48,C492546,160644618
5507,447905,GW 3965,2021-05-06 05:48:15,2021-06-02 13:32:51,C473027,53787809
5508,9893571,GW 4064,2021-05-06 05:48:27,2021-06-02 13:32:54,C412815,53788415
5509,16078967,GW 4869,2021-05-06 05:48:55,2021-06-02 13:32:57,C468773,56459358
5510,9803963,GW 501516,2021-05-06 05:48:56,2021-06-02 13:33:00,C425931,76715573
5511,6490494,GW 506033X,2021-05-06 05:49:10,2021-06-02 13:33:03,C000617853,384667614
5512,16219404,GW 583340,2021-05-06 05:49:13,2021-06-02 13:33:06,C551538,350085937
5513,9934458,GW 610742,2021-05-06 05:49:13,2021-06-02 13:33:09,C503394,53786773
5514,446738,GW 6471,2021-05-06 05:49:13,2021-06-02 13:33:12,C449302,104231793
5515,101340808,GW 707,2021-05-06 05:49:14,2021-06-02 13:33:15,C442817,53787178
5516,,GW 7604,2021-05-06 05:49:15,2021-06-02 13:33:17,C401858,53788470
5517,3392731,GW 7647,2021-05-06 05:49:19,2021-06-02 13:33:21,C453899,85756492
5518,9870584,GW 7845,2021-05-06 05:49:34,2021-06-02 13:33:24,C401311,99222728
5519,71312007,GW833972A,2021-05-06 05:49:34,2021-06-02 13:33:27,C533061,440745153
5520,3536,GW8510,2021-05-06 05:49:34,2021-06-02 13:33:30,C500810,53789860
5521,11595431,GW9508,2021-05-06 05:49:36,2021-06-02 13:33:33,C515630,433986472
5522,9870304,GW 9578,2021-05-06 05:49:37,2021-06-02 13:33:36,C121804,112379000
5523,,GYPGKF-NH(2),2021-05-06 05:49:37,2021-06-02 13:33:38,C482002,163679258
5524,135728,gyrophoric acid,2021-05-06 05:49:37,2021-06-02 13:33:41,C120727,144221005
5525,46937262,GYY 4137,2021-05-06 05:49:38,2021-06-02 13:33:44,C529376,336944044
5526,,Hair Dyes,2021-05-06 05:49:41,2021-06-02 13:33:46,D006202,53790854
5527,3552,halazone,2021-05-06 05:49:41,2021-06-02 13:33:50,C053526,164026941
5528,443943,Halcinonide,2021-05-06 05:49:41,2021-06-02 13:33:53,D006206,135653377
5529,37392,halofantrine,2021-05-06 05:49:41,2021-06-02 13:33:56,C023768,134224374
5530,33584,Halofenate,2021-05-06 05:49:42,2021-06-02 13:33:59,D006218,104231748
5531,,halofuginone,2021-05-06 05:49:42,2021-06-02 13:34:01,C010176,57309634
